Annual_Income,Spending_Score
83.78808249601809,35.41769189034877
71.52891747960443,110.00569133448592
103.53023884052307,72.46817669715705
120.760289664328,66.34566386246837
90.86864899484324,68.60587076850717
,71.47665274755789
59.090456784907545,33.350264947410665
109.03573723377997,86.01982840327867
58.222906363425544,62.373726838482746
74.04192648544517,71.24554982967612
94.9194375704497,79.51540020550107
64.12830757753056,45.417409890796456
74.39540328038433,
89.62063448546195,77.81860626012359
108.09798295140398,76.56364415552633
93.74421204257757,85.5232684151231
40.95609768949151,112.18525605668752
113.24992231315727,86.15947569288997
75.56114962701855,98.1536863870353
64.76407011776848,93.65488191868165
58.3303975473611,66.41151280614571
89.49561564544418,86.64104672364401
99.51065484230304,73.30845783235915
39.28163777427242,83.04588304742175
95.19984191082054,79.51202807586556
48.21504023419901,107.48297674807364
53.903899159595134,104.6512375021313
85.6176930519397,71.74128945494455
37.58561309047044,76.62681979542593
46.555379831744034,13.886217482396006
102.02871150296087,84.61190480715447
56.0203691114306,101.20827824386043
123.94089191545063,99.481697644972
113.28924392787025,79.37859905515111
35.755228964426536,118.59930007957486
62.59460474333271,23.689988990012928
98.42810011505262,76.47053452133933
68.44107348788427,56.017164349127064
100.44367871305542,77.15191105053347
38.990846912101475,76.29203430677252
98.19982879618202,82.81511076285085
49.79389946524576,94.12177675896879
95.5743757240881,73.25585424160022
64.20733626433308,95.96279246828706
113.20192576516177,108.34387646321255
68.9067965354611,19.44580616241193
50.72461520677473,19.941973419822062
82.95864689163247,83.42485909510059
44.86675594679592,18.47779636042585
29.10715081810261,104.08787459789946
77.10564236774803,73.53564973072523
46.624568924829696,101.47393235850161
89.22999611770466,77.60512132973058
70.89117172679758,18.819047381870455
57.834240114936634,91.50473078124674
47.31245557728026,122.37019949609049
58.1998714156375,102.22614952702949
86.82708972823063,93.77449411633765
48.51661335705573,96.21091552281001
47.10314639584923,37.610340143013275
91.9781915081275,76.3123852870382
50.36569755147538,48.3309096996178
73.0010734063137,75.11350168224016
103.61147206119236,71.20487677933332
92.91542992571196,85.43533322384725
81.40755556463107,86.003698458665
48.651143797567755,35.4148060070295
30.221437285289234,85.49273748233097
91.68184076534709,81.47054057696137
31.230377270582576,102.19928065626289
36.20296859778996,95.52187391698743
100.69416778463511,83.38633796436856
50.98826513678203,83.19521686595974
91.73770948873336,68.57189591520478
78.2323200935142,12.90948408589995
77.61584870500879,72.63566452181296
48.54807838554767,35.52136582232554
45.725668861746925,106.65358180501482
77.61569967584012,32.568318044902824
45.84206708467099,97.91495356201743
40.25394292738271,87.45033013451243
63.96791329184346,14.782831494863464
122.69147999234157,91.09374762877094
99.4932813364988,81.67351250257481
102.21932598644749,90.37711346023
96.81810899231965,80.8089173257803
103.3203531697419,83.79899628016393
39.047411411669444,96.55477307639282
62.09729298363301,16.016053265439844
105.99545200508675,96.42055137883332
83.24940983266694,86.62030010402927
57.07642513513247,95.09511740879893
42.79082718948742,30.554452537079648
60.9822471258181,15.707560387972936
61.554811064815894,47.174105765295124
112.00460822138935,80.67386333444486
50.162586509199166,96.43231277176866
64.40470256643152,33.889075353371034
78.47043877375796,69.50548729160744
44.797274068113396,82.5806819043978
87.71753188050815,83.48727525458014
108.78406322411102,90.70942834315701
44.204550428848734,90.51553405132381
86.2937389158,84.71710714866546
36.53853290575259,103.2755245481419
58.71723493837081,38.29970276851242
97.15111939546604,101.62809611101795
87.57950284719685,69.69346528684027
69.8383068856532,78.67829920052442
122.51640947189252,76.04272887954176
64.5173818932621,39.113571300735046
77.73642456374722,68.41203360271801
35.96855675570596,78.98637941763043
95.10154966582675,78.420583492357
46.44909867573197,106.3020704793435
128.8700262580778,76.92616889481789
85.96955427281961,94.74647906800952
60.790990220683895,93.39541093109156
45.619641482044955,112.82832799661023
41.47975561918639,96.52961693491177
77.54508807622143,74.02705840033045
62.61082102813954,73.941315401228
49.512352460712755,22.936124084174057
102.47362286803538,75.1092886168417
99.2822058570342,105.74927922557765
56.04060893747676,40.00848237128899
36.11681505368473,111.84940280745154
71.16099497071704,14.961325042199858
50.792499127867416,31.576398110753658
27.719981960576092,111.31822271137762
72.34825074959427,70.98440091708989
84.04709103908247,77.39316733305408
22.504191003468854,97.4335456761448
103.0891554752528,89.21120864993243
113.4599396725294,76.04251740965877
72.95930191321288,34.6850679626453
83.02491168236715,91.73403326791114
58.068942839608795,71.19406766494333
38.92704563835102,111.76660116837792
68.59333812127323,87.29312952018483
38.37353377869252,29.413530334016716
52.24594967454059,103.91382927312651
119.22607605060782,105.21273434523927
42.10898954754629,31.94730314179497
60.47356784931176,33.82552053720704
56.03020881730867,102.50519611241272
53.23849170333912,32.51874120533936
93.09136208793588,81.31596679542591
82.43406376849772,70.8555278385069
89.0768057518765,77.23220900532637
53.36799591859984,85.78838179301519
103.60543519826878,79.77132548794538
71.2635102822149,52.49321263125469
104.75775570939152,98.08902489866858
93.07017448596356,81.64291921363957
89.4859470843593,92.73518148254226
115.45548614435653,68.66496580153424
64.48939305095419,28.838345850213315
67.07763985716355,28.857749887524847
75.30193531036986,19.883509019186796
30.341666361797124,116.4177416248331
58.45413097024657,20.686862867117448
65.69223668646042,36.46111115582613
104.6883993478424,88.05576982017433
42.72803888457764,104.42821214012419
76.9455857831947,65.17430825059228
64.91565804186519,21.15947982309091
51.99974885424617,25.866958644939213
80.4243694986923,86.27349017060659
64.71907795424124,39.65789582783961
88.051298816899,76.13637248895708
40.030614750817975,97.32781568148147
92.37991642263232,70.64592294554336
79.51208607993213,87.11601107588731
75.11266213646125,38.75489323164861
66.50099244271931,96.03144174691273
62.12155088157333,59.29060218923075
47.299640509553164,96.6425362844639
42.02740477051961,104.9914715637577
98.92687936353325,67.78675256810216
45.65298854427705,94.55410423914016
93.30652077270511,80.17793323036226
102.21116438377413,73.95911174872143
95.89383976173424,90.77537526615839
93.47828137850374,92.9973447869947
22.35724769362931,93.92361866269945
67.66208714968379,33.29551291820555
63.476959472495196,34.35550539615336
51.237263745460154,11.553530143176944
40.52188869984692,118.9185851517513
35.7523439299559,92.40142422672173
92.56067149211833,76.20359285777576
114.1642536225404,89.1382592130651
112.49286950500448,85.03995459270152
37.18842897173509,77.18349834608966
99.65238677918406,100.93950375838165
84.03301917680737,31.82663059338939
21.141422444438806,109.35207803181814
89.45945430098591,65.73368876915107
49.70260831955316,39.17671208431675
